place,beer,usr,date,rating,style,s_name
31221,380441,728194,2018-11-10,3.84,199,Brut Romance
31221,198230,935733,2016-09-19,4.62,116,Counting Vampires
31221,198230,728194,2016-01-29,3.92,116,Counting Vampires
31221,198230,916451,2016-01-28,3.9,116,Counting Vampires
31221,198230,783333,2016-01-24,3.56,116,Counting Vampires
31221,118856,522501,2015-06-15,3.42,116,Das Sound Wave
31221,118856,560899,2014-11-21,3.25,116,Das Sound Wave
31221,118856,739160,2014-07-24,3.25,116,Das Sound Wave
31221,118856,19527,2014-04-21,4.0,116,Das Sound Wave
31221,310122,19527,2018-03-05,4.0,157,Cerealist Manifesto
31221,310122,811781,2018-01-29,4.29,157,Cerealist Manifesto
31221,310122,789167,2017-12-15,4.08,157,Cerealist Manifesto
31221,310122,621888,2017-10-31,3.87,157,Cerealist Manifesto
31221,324171,403838,2018-03-27,4.0,140,Forest for the Trees
31221,324171,728194,2018-02-04,4.0,140,Forest for the Trees
31221,152046,199175,2015-02-25,2.58,77,Fortunas Gift
31221,152046,803133,2015-01-06,4.53,77,Fortunas Gift
31221,188572,681220,2016-11-20,3.5,165,Cotteridge Wines 20th Anniversary Blend
31221,323849,117609,2018-11-18,3.53,152,Fred in London
31221,323849,163714,2018-09-24,4.0,152,Fred in London
31221,323849,153242,2018-06-10,3.59,152,Fred in London
31221,323849,811781,2018-02-23,4.08,152,Fred in London
31221,323849,728194,2018-02-10,3.9,152,Fred in London
31221,103537,106034,2018-01-03,3.47,116,Half Mast QIPA
31221,103537,1121979,2016-07-30,3.66,116,Half Mast QIPA
31221,103537,778537,2016-06-16,3.9,116,Half Mast QIPA
31221,103537,994153,2016-04-03,4.22,116,Half Mast QIPA
31221,103537,378545,2015-11-21,4.5,116,Half Mast QIPA
31221,103537,403838,2015-10-29,3.25,116,Half Mast QIPA
31221,103537,888673,2015-10-01,3.52,116,Half Mast QIPA
31221,103537,993067,2015-09-14,2.94,116,Half Mast QIPA
31221,103537,4217,2015-08-16,2.41,116,Half Mast QIPA
31221,103537,234743,2015-07-10,4.0,116,Half Mast QIPA
31221,103537,728194,2015-06-28,4.0,116,Half Mast QIPA
31221,103537,468433,2015-06-07,4.25,116,Half Mast QIPA
31221,103537,431335,2015-04-18,3.42,116,Half Mast QIPA
31221,103537,713350,2014-11-30,3.0,116,Half Mast QIPA
31221,103537,560899,2014-11-21,2.0,116,Half Mast QIPA
31221,103537,641365,2014-11-15,4.25,116,Half Mast QIPA
31221,103537,531560,2014-10-26,4.0,116,Half Mast QIPA
31221,103537,557249,2014-08-17,3.25,116,Half Mast QIPA
31221,103537,751466,2014-08-05,4.75,116,Half Mast QIPA
31221,103537,747262,2014-07-16,3.75,116,Half Mast QIPA
31221,103537,321740,2014-02-18,3.75,116,Half Mast QIPA
31221,103537,19405,2013-12-28,3.0,116,Half Mast QIPA
31221,103537,671249,2013-11-11,3.5,116,Half Mast QIPA
31221,103537,522501,2013-10-26,4.01,116,Half Mast QIPA
31221,146555,560899,2014-11-21,3.25,158,CBC Barrel Select: Blend Of Select Barrels
31221,335822,728194,2018-04-06,3.94,101,Coldblooded
31221,142727,930408,2015-02-22,4.39,159,Haunted Dream
31221,142727,19527,2015-01-30,3.62,159,Haunted Dream
31221,142727,874524,2015-01-07,3.79,159,Haunted Dream
31221,142727,789622,2014-12-30,4.0,159,Haunted Dream
31221,142727,557249,2014-11-13,3.25,159,Haunted Dream
31221,142727,759724,2014-10-31,4.5,159,Haunted Dream
31221,274144,1132088,2017-05-26,3.71,140,Hop Candy
31221,274144,728194,2017-05-21,4.25,140,Hop Candy
31221,274144,602350,2017-03-31,4.06,140,Hop Candy
31221,274144,609228,2017-03-27,4.2,140,Hop Candy
31221,148032,789622,2014-12-01,3.75,87,I Need A Vacation
31221,246858,3853,2017-06-08,3.91,140,Hillbilly Wine
31221,246858,783333,2016-10-31,4.07,140,Hillbilly Wine
31221,246858,811781,2016-10-29,4.45,140,Hillbilly Wine
31221,246858,485127,2016-10-07,3.4,140,Hillbilly Wine
31221,246858,691982,2016-09-27,3.9,140,Hillbilly Wine
31221,246858,728194,2016-09-24,4.16,140,Hillbilly Wine
31221,246858,163714,2016-09-08,4.14,140,Hillbilly Wine
31221,173072,778537,2016-08-22,4.24,140,Dippy And The Equinox
31221,173072,787634,2016-04-03,4.97,140,Dippy And The Equinox
31221,173072,779298,2016-02-23,4.0,140,Dippy And The Equinox
31221,173072,515789,2016-02-19,3.64,140,Dippy And The Equinox
31221,173072,811781,2016-02-02,4.44,140,Dippy And The Equinox
31221,173072,783333,2016-01-29,4.06,140,Dippy And The Equinox
31221,173072,273469,2016-01-21,3.54,140,Dippy And The Equinox
31221,173072,532838,2016-01-19,3.81,140,Dippy And The Equinox
31221,173072,212193,2016-01-19,3.69,140,Dippy And The Equinox
31221,173072,403838,2016-01-14,3.75,140,Dippy And The Equinox
31221,173072,671249,2015-12-05,3.5,140,Dippy And The Equinox
31221,173072,728194,2015-11-01,4.23,140,Dippy And The Equinox
31221,173072,234743,2015-07-10,4.17,140,Dippy And The Equinox
31221,173072,87185,2015-06-21,4.24,140,Dippy And The Equinox
31221,173072,560899,2015-05-19,2.5,140,Dippy And The Equinox
31221,378845,82989,2018-11-02,4.11,129,Kisetsu
31221,166003,869798,2015-07-27,3.75,128,Liquid Monstrous
31221,166003,705530,2015-07-05,3.92,128,Liquid Monstrous
31221,166003,403838,2015-06-19,4.25,128,Liquid Monstrous
31221,166003,985033,2015-05-10,4.25,128,Liquid Monstrous
31221,166003,431335,2015-05-06,4.18,128,Liquid Monstrous
31221,166003,697302,2015-04-04,4.61,128,Liquid Monstrous
31221,166003,728194,2015-03-29,4.46,128,Liquid Monstrous
31221,303529,691982,2017-09-20,4.35,157,Fresh Cream Orange
31221,239279,691982,2016-07-06,3.6,116,Liquid Hops IPA
31221,334615,569020,2018-09-13,3.68,140,Limoncello IPA Fifth Anniversary Edition
31221,334615,811781,2018-05-28,4.21,140,Limoncello IPA Fifth Anniversary Edition
31221,334615,728194,2018-03-25,4.0,140,Limoncello IPA Fifth Anniversary Edition
31221,171298,19527,2015-08-04,3.73,152,Long Forgotten Journey
31221,171298,830922,2015-05-29,3.84,152,Long Forgotten Journey
31221,169001,694788,2016-04-25,3.69,99,Love Of Work
31221,169001,65585,2016-02-21,4.02,99,Love Of Work
31221,169001,783333,2016-01-24,3.5,99,Love Of Work
31221,169001,728194,2016-01-16,3.94,99,Love Of Work
31221,169001,971932,2015-10-15,3.84,99,Love Of Work
31221,169001,916451,2015-08-08,3.74,99,Love Of Work
31221,169001,19527,2015-08-04,3.71,99,Love Of Work
31221,169001,697769,2015-08-03,4.09,99,Love Of Work
31221,169001,321740,2015-07-03,3.5,99,Love Of Work
31221,169001,312857,2015-06-27,3.74,99,Love Of Work
31221,169001,671249,2015-06-20,3.25,99,Love Of Work
31221,169001,888673,2015-06-19,4.06,99,Love Of Work
31221,169001,403838,2015-06-11,3.5,99,Love Of Work
31221,169001,4217,2015-05-17,2.85,99,Love Of Work
31221,169001,431335,2015-04-19,3.53,99,Love Of Work
31221,370144,661057,2018-09-14,3.54,127,Dios de la Guerra
31221,253876,696364,2017-09-08,4.0,171,Grapefruit 'Ting
31221,253876,68995,2017-05-21,3.54,171,Grapefruit 'Ting
31221,253876,212193,2017-05-21,3.62,171,Grapefruit 'Ting
31221,253876,715742,2017-05-12,4.25,171,Grapefruit 'Ting
31221,253876,158894,2017-04-09,4.02,171,Grapefruit 'Ting
31221,253876,584801,2017-03-26,4.0,171,Grapefruit 'Ting
31221,253876,408506,2017-01-15,3.99,171,Grapefruit 'Ting
31221,253876,11387,2017-01-15,3.99,171,Grapefruit 'Ting
31221,253876,703648,2016-12-07,4.11,171,Grapefruit 'Ting
31221,253876,663004,2016-11-28,3.84,171,Grapefruit 'Ting
31221,253876,906984,2016-11-20,4.36,171,Grapefruit 'Ting
31221,242566,418421,2018-06-13,3.4,19,Maiden 2015
31221,242566,277522,2017-08-21,2.32,19,Maiden 2015
31221,242566,408506,2017-05-16,4.16,19,Maiden 2015
31221,242566,11387,2017-05-16,4.12,19,Maiden 2015
31221,242566,165821,2017-05-16,4.31,19,Maiden 2015
31221,242566,572344,2017-04-11,4.36,19,Maiden 2015
31221,242566,479298,2017-03-10,4.68,19,Maiden 2015
31221,242566,487662,2016-12-04,4.0,19,Maiden 2015
31221,242566,491306,2016-07-30,4.75,19,Maiden 2015
31221,152128,197884,2017-09-17,4.13,152,Maiden 2014
31221,152128,288024,2017-05-03,2.75,152,Maiden 2014
31221,152128,312660,2017-04-27,4.0,152,Maiden 2014
31221,152128,572344,2016-07-19,4.29,152,Maiden 2014
31221,152128,431335,2016-07-15,4.4,152,Maiden 2014
31221,152128,14451,2016-06-23,4.74,152,Maiden 2014
31221,152128,510859,2016-04-01,4.1,152,Maiden 2014
31221,152128,733308,2016-03-09,4.0,152,Maiden 2014
31221,152128,603945,2016-01-10,4.25,152,Maiden 2014
31221,152128,763332,2015-12-28,3.99,152,Maiden 2014
31221,152128,767305,2015-12-28,3.5,152,Maiden 2014
31221,152128,6585,2015-12-07,4.0,152,Maiden 2014
31221,152128,808582,2015-11-22,4.16,152,Maiden 2014
31221,152128,457878,2015-09-24,4.75,152,Maiden 2014
31221,152128,673749,2015-09-24,4.16,152,Maiden 2014
31221,152128,981403,2015-09-06,4.22,152,Maiden 2014
31221,152128,728194,2015-08-30,4.6,152,Maiden 2014
31221,146551,560899,2014-11-21,3.0,140,Experiment 366
31221,173074,916451,2016-05-07,4.3,157,MRS Brown
31221,173074,773354,2015-08-16,4.5,157,MRS Brown
31221,173074,625108,2015-08-02,3.92,157,MRS Brown
31221,173074,811781,2015-07-20,4.23,157,MRS Brown
31221,173074,32985,2015-07-14,4.16,157,MRS Brown
31221,173074,560899,2015-05-19,4.0,157,MRS Brown
31221,334619,728194,,4.0,152,Maiden 2017
31221,334619,661057,2018-09-14,3.94,152,Maiden 2017
31221,176172,735568,2016-05-12,3.58,159,Mum's The Word
31221,176172,801271,2016-05-10,3.93,159,Mum's The Word
31221,176172,674144,2016-03-11,3.99,159,Mum's The Word
31221,176172,569020,2016-03-05,3.97,159,Mum's The Word
31221,176172,401018,2016-01-11,3.74,159,Mum's The Word
31221,176172,1090419,2016-01-03,4.34,159,Mum's The Word
31221,176172,694376,2015-12-28,3.03,159,Mum's The Word
31221,176172,725538,2015-11-19,3.89,159,Mum's The Word
31221,176172,482597,2015-10-21,4.0,159,Mum's The Word
31221,176172,212193,2015-10-03,3.99,159,Mum's The Word
31221,176172,916451,2015-09-29,4.24,159,Mum's The Word
31221,176172,531560,2015-08-29,4.35,159,Mum's The Word
31221,176172,772230,2015-07-25,3.87,159,Mum's The Word
31221,176172,808068,2015-07-21,3.55,159,Mum's The Word
31221,176172,728194,2015-07-12,4.4,159,Mum's The Word
31221,176172,811781,2015-07-03,4.39,159,Mum's The Word
31221,176172,694513,2015-06-17,4.1,159,Mum's The Word
31221,141908,603945,2017-03-06,4.12,84,Odyssey 001
31221,141908,763332,2016-03-18,4.0,84,Odyssey 001
31221,141908,759724,2015-06-29,2.0,84,Odyssey 001
31221,141908,560899,2014-11-21,3.5,84,Odyssey 001
31221,141908,393387,2014-11-08,3.5,84,Odyssey 001
31221,141908,747262,2014-10-26,3.44,84,Odyssey 001
31221,305042,811781,2017-12-27,4.25,9,Comfortable Silence
31221,305042,691982,2017-12-11,4.35,9,Comfortable Silence
31221,305042,728194,2017-11-04,3.93,9,Comfortable Silence
31221,305042,403838,2017-10-14,3.75,9,Comfortable Silence
31221,309261,522501,2018-03-26,4.05,116,Hard Rollin'
31221,309261,728194,2018-01-28,4.25,116,Hard Rollin'
31221,309261,403838,2018-01-27,3.5,116,Hard Rollin'
31221,309261,773354,2017-12-05,4.0,116,Hard Rollin'
31221,309261,811781,2017-12-03,4.17,116,Hard Rollin'
31221,309261,1098533,2017-10-27,4.23,116,Hard Rollin'
31221,173070,762711,2017-11-24,3.73,53,Odyssey 006
31221,173070,760280,2016-09-20,3.79,53,Odyssey 006
31221,173070,691982,2016-08-20,3.7,53,Odyssey 006
31221,173070,234743,2015-07-10,3.75,53,Odyssey 006
31221,173070,560899,2015-05-19,3.5,53,Odyssey 006
31221,354175,243040,2018-06-24,4.21,68,Odyssey 005
31221,334613,728194,2018-11-04,4.25,171,Odyssey 008
31221,334613,431335,2018-10-30,4.35,171,Odyssey 008
31221,334613,661057,2018-09-14,4.15,171,Odyssey 008
31221,288448,728194,2018-04-07,4.5,19,Maiden 2016
31221,288448,843710,2017-10-09,4.0,19,Maiden 2016
31221,288448,1069757,2017-09-23,4.81,19,Maiden 2016
31221,288448,406749,2017-06-25,4.43,19,Maiden 2016
31221,374283,691982,2018-10-06,4.0,87,"Calypso W Mosaic, Citra & Simcoe"
31221,146548,560899,2014-11-21,4.0,84,Oi! Zeus!
31221,329044,1171132,2018-02-23,4.25,19,Old Fashioned
31221,217962,163714,2016-07-13,3.86,116,Peligrosos IPA
31221,217962,811781,2016-04-23,4.23,116,Peligrosos IPA
31221,217962,243040,2016-04-16,3.72,116,Peligrosos IPA
31221,325983,522501,2018-02-05,3.96,159,Primal Cut
31221,146553,560899,2014-11-21,3.25,171,Odyssey 003
31221,292644,403838,2017-11-11,3.75,140,Project Barista Americano
31221,292644,728194,2017-10-27,3.94,140,Project Barista Americano
31221,292644,811781,2017-08-12,4.14,140,Project Barista Americano
31221,355256,728194,2018-08-11,4.25,154,Project Barista: Affogato
31221,355256,715144,2018-06-30,4.03,154,Project Barista: Affogato
31221,355388,431335,2018-11-12,4.19,82,Project Barista: Breakfast Shake
31221,355388,728194,2018-08-16,4.0,82,Project Barista: Breakfast Shake
31221,355388,715144,2018-07-29,4.06,82,Project Barista: Breakfast Shake
31221,375999,773354,2018-11-13,3.5,97,Much Ado About Muffin
31221,375999,431335,2018-10-25,3.08,97,Much Ado About Muffin
31221,375999,621888,2018-10-16,3.75,97,Much Ado About Muffin
31221,297427,715144,2018-07-19,3.94,8,Project Barista: CapHeine
31221,297427,163714,2018-06-06,3.85,8,Project Barista: CapHeine
31221,297427,811781,2018-06-01,4.0,8,Project Barista: CapHeine
31221,297427,728194,2017-11-03,4.0,8,Project Barista: CapHeine
31221,297427,691982,2017-09-20,4.1,8,Project Barista: CapHeine
31221,126513,560899,2014-11-21,3.25,129,Funky Feet
31221,126513,191932,2014-06-25,3.5,129,Funky Feet
31221,355389,728194,2018-08-11,4.0,9,Project Barista: CapHeine (2018)
31221,355255,683233,2018-10-07,3.75,31,Project Barista: Cold Brew
31221,355255,728194,2018-08-11,3.89,31,Project Barista: Cold Brew
31221,355255,789167,2018-08-11,4.06,31,Project Barista: Cold Brew
31221,355255,811781,2018-08-04,4.15,31,Project Barista: Cold Brew
31221,355255,715144,2018-07-19,3.98,31,Project Barista: Cold Brew
31221,261358,312857,2016-12-27,3.81,116,Proteus IPA (Vol 2)
31221,297430,681435,2017-12-08,3.6,8,Project Barista: Crema (White Stout With Coffee)
31221,297430,728194,2017-09-01,3.84,8,Project Barista: Crema (White Stout With Coffee)
31221,127138,184925,2014-08-29,3.75,152,Maiden 2013
31221,127138,19405,2014-06-29,3.5,152,Maiden 2013
31221,217960,404775,2016-10-06,4.0,116,Proteus IPA (Vol I)
31221,217960,403838,2016-08-19,3.25,116,Proteus IPA (Vol I)
31221,217960,811781,2016-07-10,4.41,116,Proteus IPA (Vol I)
31221,217960,691982,2016-07-07,3.95,116,Proteus IPA (Vol I)
31221,217960,694788,2016-06-24,3.8,116,Proteus IPA (Vol I)
31221,217960,243040,2016-06-21,4.31,116,Proteus IPA (Vol I)
31221,217960,985033,2016-06-18,4.0,116,Proteus IPA (Vol I)
31221,217960,1074920,2016-06-10,3.98,116,Proteus IPA (Vol I)
31221,217960,783333,2016-05-15,4.21,116,Proteus IPA (Vol I)
31221,271927,914481,2017-04-06,4.38,116,Proteus IPA Vol III
31221,271927,773354,2017-03-12,3.75,116,Proteus IPA Vol III
31221,305043,728194,2017-11-04,4.0,116,Proteus IPA Vol IV
31221,296463,728194,2017-10-23,4.25,157,Project Barista: Turkish
31221,296463,19527,2017-09-13,4.3,157,Project Barista: Turkish
31221,296463,1070762,2017-08-28,5.0,157,Project Barista: Turkish
31221,296463,773354,2017-08-13,3.75,157,Project Barista: Turkish
31221,217959,728194,2016-03-14,3.79,97,Proteus Vol I (Second Brew)
31221,230832,681220,2016-08-15,4.15,142,Quadrophenia Bourbon BA
31221,230832,760280,2016-06-06,4.0,142,Quadrophenia Bourbon BA
31221,230832,691982,2016-05-19,3.9,142,Quadrophenia Bourbon BA
31221,176314,790043,2017-02-25,4.16,142,Quadrophenia
31221,176314,731914,2016-02-19,3.99,142,Quadrophenia
31221,176314,694788,2016-01-24,4.39,142,Quadrophenia
31221,176314,916451,2015-12-25,4.28,142,Quadrophenia
31221,176314,597640,2015-12-21,4.1,142,Quadrophenia
31221,176314,12100,2015-12-11,3.78,142,Quadrophenia
31221,176314,773354,2015-11-08,4.0,142,Quadrophenia
31221,176314,212193,2015-10-12,4.16,142,Quadrophenia
31221,176314,603945,2015-10-11,4.25,142,Quadrophenia
31221,176314,7152,2015-10-11,4.1,142,Quadrophenia
31221,176314,531560,2015-08-29,4.43,142,Quadrophenia
31221,176314,1015535,2015-08-19,3.91,142,Quadrophenia
31221,176314,728194,2015-08-13,4.25,142,Quadrophenia
31221,176314,772230,2015-07-30,4.49,142,Quadrophenia
31221,176314,19527,2015-07-25,4.11,142,Quadrophenia
31221,176314,985033,2015-07-18,4.0,142,Quadrophenia
31221,176314,205702,2015-07-03,3.83,142,Quadrophenia
31221,176314,811781,2015-06-14,4.41,142,Quadrophenia
31221,146552,560899,2014-11-21,3.0,128,Red Rind IPA
31221,109081,522501,2014-03-02,3.66,174,Rainbow IPA
31221,109081,19405,2013-12-28,3.0,174,Rainbow IPA
31221,309262,656072,2018-03-11,3.71,158,Rum Coffee Broken Dream
31221,309262,789167,2017-12-22,3.67,158,Rum Coffee Broken Dream
31221,309262,811781,2017-12-10,4.22,158,Rum Coffee Broken Dream
31221,309262,19892,2017-11-16,2.74,158,Rum Coffee Broken Dream
31221,309262,1098533,2017-10-27,3.83,158,Rum Coffee Broken Dream
31221,152047,132348,2017-01-13,3.25,116,Rule Of Thirds IPA
31221,152047,728194,2015-02-20,4.21,116,Rule Of Thirds IPA
31221,367963,773354,2018-11-13,3.5,9,Red Berry Sour Shake
31221,367963,661057,2018-09-15,3.97,9,Red Berry Sour Shake
31221,367963,728194,2018-09-01,3.92,9,Red Berry Sour Shake
31221,146556,560899,2014-11-21,3.25,165,Remy Martin: Gordons
31221,113698,773354,2017-12-05,3.75,116,Ryesing Tides
31221,113698,621888,2017-07-17,4.23,116,Ryesing Tides
31221,113698,691982,2017-04-20,3.8,116,Ryesing Tides
31221,113698,403838,2017-03-04,3.75,116,Ryesing Tides
31221,113698,1081399,2016-04-27,3.52,116,Ryesing Tides
31221,113698,991952,2016-02-07,4.49,116,Ryesing Tides
31221,113698,783333,2016-01-26,3.96,116,Ryesing Tides
31221,113698,728194,2016-01-23,3.9,116,Ryesing Tides
31221,113698,811781,2015-12-04,4.17,116,Ryesing Tides
31221,113698,641365,2015-02-14,4.0,116,Ryesing Tides
31221,113698,184925,2015-02-13,3.61,116,Ryesing Tides
31221,113698,889354,2014-12-11,4.0,116,Ryesing Tides
31221,113698,557249,2014-11-13,4.5,116,Ryesing Tides
31221,113698,720335,2014-10-29,4.01,116,Ryesing Tides
31221,113698,522501,2014-10-13,3.4,116,Ryesing Tides
31221,113698,671249,2014-07-12,3.5,116,Ryesing Tides
31221,113698,451841,2014-06-13,3.75,116,Ryesing Tides
31221,113698,766222,2014-05-07,4.0,116,Ryesing Tides
31221,113698,713350,2014-03-09,3.5,116,Ryesing Tides
31221,113698,573230,2014-03-09,4.12,116,Ryesing Tides
31221,113698,741623,2014-02-22,4.33,116,Ryesing Tides
31221,281272,163714,2017-06-30,3.93,116,Sedimental
31221,281272,472192,2017-05-19,4.0,116,Sedimental
31221,281272,557249,2017-05-11,4.14,116,Sedimental
31221,135343,952620,2018-04-15,3.75,84,Shattered Dream
31221,135343,656072,2015-04-27,4.19,84,Shattered Dream
31221,135343,760280,2015-02-14,4.11,84,Shattered Dream
31221,135343,19527,2014-12-10,4.0,84,Shattered Dream
31221,135343,720413,2014-10-29,4.0,84,Shattered Dream
31221,135343,794551,2014-10-04,4.0,84,Shattered Dream
31221,135343,691982,2014-09-24,4.25,84,Shattered Dream
31221,135343,757862,2014-09-24,4.25,84,Shattered Dream
31221,135343,795165,2014-09-10,4.0,84,Shattered Dream
31221,135343,184925,2014-08-29,4.0,84,Shattered Dream
31221,212833,726249,2016-02-01,3.85,97,Schnuckelputz
31221,165999,87185,2015-06-21,3.85,157,Shattered Dream - Bourbon Barrel Aged
31221,165999,277522,2015-03-29,3.49,157,Shattered Dream - Bourbon Barrel Aged
31221,332557,1056979,2018-05-23,4.02,157,Shattered Dream: Salted Chocolate Caramel Edition
31221,332557,811781,2018-03-27,4.46,157,Shattered Dream: Salted Chocolate Caramel Edition
31221,332557,728194,2018-03-18,4.17,157,Shattered Dream: Salted Chocolate Caramel Edition
31221,332557,656072,2018-03-11,4.15,157,Shattered Dream: Salted Chocolate Caramel Edition
31221,334279,403838,2018-04-24,3.5,150,Siren / Casita Double Iced Latte
31221,334279,457762,2018-03-22,4.02,150,Siren / Casita Double Iced Latte
31221,232813,1060743,2018-03-28,4.59,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,708933,2017-04-29,4.25,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,584801,2017-03-26,4.0,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,951080,2017-02-17,4.46,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,288024,2017-02-08,4.0,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,557249,2017-01-18,4.06,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,914481,2016-12-17,4.79,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,763332,2016-10-19,4.16,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,681220,2016-08-02,4.35,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,232813,760280,2016-05-29,4.4,95,Siren / Cigar City Caribbean Chocolate Cake BA
31221,315138,1232605,2018-10-23,4.18,157,Siren / Dugges Draugen
31221,315138,671249,2018-05-02,4.0,157,Siren / Dugges Draugen
31221,315138,789167,2018-03-30,4.08,157,Siren / Dugges Draugen
31221,315138,715144,2018-01-25,4.09,157,Siren / Dugges Draugen
31221,315138,811781,2017-12-30,3.82,157,Siren / Dugges Draugen
31221,142726,560899,2014-11-21,4.0,84,Siren / De Molen Imperial Stout
31221,142726,747262,2014-10-26,2.97,84,Siren / De Molen Imperial Stout
31221,142726,442346,2014-10-26,2.6,84,Siren / De Molen Imperial Stout
31221,315643,728194,2018-03-15,4.31,101,Sheltered Spirit
31221,315643,811781,2017-12-17,4.43,101,Sheltered Spirit
31221,315643,789167,2017-12-16,4.4,101,Sheltered Spirit
31221,315643,773354,2017-12-05,3.75,101,Sheltered Spirit
31221,145505,522501,2017-10-09,4.1,84,Siren / De Molen Empress Stout
31221,145505,378545,2015-11-21,4.0,84,Siren / De Molen Empress Stout
31221,145505,548888,2015-03-10,4.0,84,Siren / De Molen Empress Stout
31221,145505,184925,2015-02-13,3.87,84,Siren / De Molen Empress Stout
31221,145505,726279,2015-02-09,4.37,84,Siren / De Molen Empress Stout
31221,145505,4217,2015-02-08,4.14,84,Siren / De Molen Empress Stout
31221,145505,772455,2015-01-06,4.49,84,Siren / De Molen Empress Stout
31221,145505,889354,2014-12-10,4.25,84,Siren / De Molen Empress Stout
31221,145505,751466,2014-12-07,4.5,84,Siren / De Molen Empress Stout
31221,145505,560899,2014-11-21,4.25,84,Siren / De Molen Empress Stout
31221,145505,794551,2014-11-20,4.25,84,Siren / De Molen Empress Stout
31221,145505,3853,2014-11-18,3.75,84,Siren / De Molen Empress Stout
31221,145505,691287,2014-11-17,4.35,84,Siren / De Molen Empress Stout
31221,145505,557249,2014-11-13,4.5,84,Siren / De Molen Empress Stout
31221,221209,733520,2018-05-04,4.21,157,Siren / Evil Twin Barrel Aged Even More Jesus VIII - Hazelnut Liqueur
31221,221209,681220,2016-12-20,4.15,157,Siren / Evil Twin Barrel Aged Even More Jesus VIII - Hazelnut Liqueur
31221,221209,728194,2016-09-18,4.04,157,Siren / Evil Twin Barrel Aged Even More Jesus VIII - Hazelnut Liqueur
31221,221209,557249,2016-08-10,3.98,157,Siren / Evil Twin Barrel Aged Even More Jesus VIII - Hazelnut Liqueur
31221,221209,726249,2016-03-22,4.16,157,Siren / Evil Twin Barrel Aged Even More Jesus VIII - Hazelnut Liqueur
31221,167268,787634,2016-04-28,4.49,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,694788,2016-04-28,4.74,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,393478,2015-11-08,4.85,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,579903,2015-09-26,4.33,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,869798,2015-08-05,4.34,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,163714,2015-07-09,4.08,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,873782,2015-06-17,4.21,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,830922,2015-05-11,4.25,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,808068,2015-04-30,3.99,157,Siren / Evil Twin Even More Jesus VIII
31221,167268,19527,2015-04-07,4.61,157,Siren / Evil Twin Even More Jesus VIII
31221,169970,12100,2015-05-11,3.45,76,Siren / Elusive Brewing Dinner For Four
31221,169970,789622,2015-04-27,3.93,76,Siren / Elusive Brewing Dinner For Four
31221,198024,425637,2016-07-22,4.0,157,Siren / Evil Twin Even More Jesus VIII (Bourbon Barrel Aged)
31221,186970,657368,2015-11-14,3.88,97,Siren / Evil Twin Summer Spreeze
31221,186970,557249,2015-08-20,4.29,97,Siren / Evil Twin Summer Spreeze
31221,175951,169387,2015-08-22,3.61,129,Siren / Fyne Ales Saudade
31221,175951,212193,2015-07-09,3.73,129,Siren / Fyne Ales Saudade
31221,175951,14442,2015-07-02,4.07,129,Siren / Fyne Ales Saudade
31221,175951,569020,2015-06-07,3.63,129,Siren / Fyne Ales Saudade
31221,120799,707714,2014-09-16,3.0,154,Siren / Evil Twin The Flying Dutchman
31221,120799,184925,2014-08-29,3.25,154,Siren / Evil Twin The Flying Dutchman
31221,120799,638875,2014-08-25,3.5,154,Siren / Evil Twin The Flying Dutchman
31221,120799,762390,2014-08-11,3.75,154,Siren / Evil Twin The Flying Dutchman
31221,120799,515789,2014-07-31,3.0,154,Siren / Evil Twin The Flying Dutchman
31221,120799,99624,2014-07-29,3.0,154,Siren / Evil Twin The Flying Dutchman
31221,120799,444176,2014-07-25,3.0,154,Siren / Evil Twin The Flying Dutchman
31221,120799,95531,2014-07-21,3.5,154,Siren / Evil Twin The Flying Dutchman
31221,120799,603945,2014-07-20,3.75,154,Siren / Evil Twin The Flying Dutchman
31221,120799,249705,2014-07-12,4.25,154,Siren / Evil Twin The Flying Dutchman
31221,120799,725328,2014-07-09,4.0,154,Siren / Evil Twin The Flying Dutchman
31221,120799,191932,2014-06-25,3.75,154,Siren / Evil Twin The Flying Dutchman
31221,120799,765932,2014-05-12,4.02,154,Siren / Evil Twin The Flying Dutchman
31221,120799,95017,2014-05-11,4.0,154,Siren / Evil Twin The Flying Dutchman
31221,269406,914481,2017-05-12,4.1,174,Siren / Indy-Man-Brew-House - VIPA
